日期,風速m/s,風向D,氣壓mb,日輻射量cal/cm2,蒸發量mm,相對溼度%,最高溫度,最低溫度,平均溫度,翡翠水庫日平均水位/公尺,水庫有效蓄水量/百萬立方公尺,集水區平均雨量/毫米,水庫進流量/立方公尺,水庫放流量/立方公尺,進流量減放流量/立方公尺,南勢溪流量/立方公尺,南北勢溪合計原水量/立方公尺
2023/7/1,0.4,東北東,998.3,385.2,0.7,82,34.3,24.4,27.7,160.98,256.361,4.3,"1,273,260","1,684,260","-411,000","2,759,760","4,444,020"
2023/7/2,0.3,東北東,1000.3,325.1,4.7,83,34.3,24.8,27.4,160.92,255.854,2.4,"864,520","1,685,520","-821,000","2,434,320","4,119,840"
2023/7/3,0.5,東南東,999.7,442.9,2.9,80,35.2,24.2,28.1,160.82,255.016,7.8,"948,276","1,686,276","-738,000","2,871,000","4,557,276"
2023/7/4,0.7,北,997.4,623.2,2.9,72,36.8,24.4,29.3,160.75,254.459,0,"868,860","1,687,860","-819,000","2,567,160","4,255,020"
2023/7/5,1.4,東北北,995.5,638.9,4.9,70,35.8,24.5,29.8,160.62,253.397,0,"708,056","1,690,056","-982,000","2,129,040","3,819,096"
2023/7/6,0.4,西北北,996.7,655.2,4.9,70,37.7,24.4,30.4,160.51,252.46,0,"548,568","1,691,568","-1,143,000","1,890,000","3,581,568"
2023/7/7,0.4,西北北,997.4,656.7,5.4,67,38.3,25.6,30.9,160.36,251.212,0,"554,708","1,695,708","-1,141,000","1,759,680","3,455,388"
2023/7/8,0.5,東南,998.5,652,5.4,69,37.9,25.5,30.8,160.23,250.156,0,"476,824","1,696,824","-1,220,000","1,650,240","3,347,064"
2023/7/9,1,東南南,998.4,654.8,5.5,70,36.9,24.8,30.3,160.08,248.937,0,"481,264","1,698,264","-1,217,000","1,542,960","3,241,224"
2023/7/10,0.9,西南南,998,592.3,4.9,68,37.4,24.9,30.2,159.92,247.621,0,"403,056","1,699,056","-1,296,000","1,466,640","3,165,696"
2023/7/11,0.6,東南東,999.1,365.1,1.9,79,35.9,24,27.7,159.76,246.369,5.1,"500,860","1,147,860","-647,000","1,467,360","2,615,220"
2023/7/12,0.6,東南東,998.8,502.9,4.9,75,35.8,23.7,28.6,159.67,245.598,0,"414,688","1,706,688","-1,292,000","1,402,560","3,109,248"
2023/7/13,1.1,東南,997,493.3,5.7,69,36,24.2,29.6,159.5,244.293,0,"418,416","1,708,416","-1,290,000","1,331,640","3,040,056"
2023/7/14,1.5,東南東,993.9,580.1,6.8,63,37.4,24,30.5,159.34,242.987,0,"306,792","1,431,792","-1,125,000","1,255,680","2,687,472"
2023/7/15,2,東,991.1,414.3,5.8,66,34.3,25.6,29.9,159.22,241.986,0,"380,488","1,825,488","-1,445,000","1,218,240","3,043,728"
2023/7/16,2.4,東,991.2,645.4,6.9,63,34.1,25.9,30.2,159.03,240.505,0.8,"357,660","1,716,660","-1,359,000","1,204,560","2,921,220"
2023/7/17,0.5,東,994.9,398.8,3.4,72,35.7,25.7,29,158.84,238.98,7.4,"345,552","1,860,552","-1,515,000","1,298,520","3,159,072"
2023/7/18,0.4,東北,999,328.3,0.8,79,34.6,24.3,27.8,158.67,237.692,11.8,"645,972","1,440,972","-795,000","1,412,640","2,853,612"
2023/7/19,0.5,東北東,999.1,464.9,0.7,79,36,24.4,28.1,158.57,236.808,1.5,"471,188","1,423,188","-952,000","1,718,640","3,141,828"
2023/7/20,0.6,北,998.4,489.1,1.6,79,35.8,24.2,25.1,158.44,235.757,1.2,"395,528","1,425,528","-1,030,000","1,832,400","3,257,928"
2023/7/21,0.5,東北,999.8,490.1,3.1,74,36.4,24.7,28,158.3,234.662,0,"374,384","1,875,384","-1,501,000","1,804,320","3,679,704"
2023/7/22,0.6,南,1001.3,415,3.3,76,35.2,25.5,28.8,158.1,233.136,0,"267,712","1,448,712","-1,181,000","1,466,280","2,914,992"
2023/7/23,0.6,東南,1000.2,353.3,2.4,78,35,24.5,18.7,157.96,231.969,0,"351,980","1,450,980","-1,099,000","1,347,840","2,798,820"
2023/7/24,1.6,東南東,997.8,509.6,3.1,66,36,24,25.6,157.81,230.825,1.6,"279,176","1,453,176","-1,174,000","1,268,640","2,721,816"
2023/7/25,3.7,東南東,995.6,658.4,7.2,59,35.1,26.5,28.4,157.66,229.654,12.9,"284,660","1,455,660","-1,171,000","1,151,640","2,607,300"
2023/7/26,4.2,東,992.7,120.2,0.2,78,29.1,26,27.1,157.71,230.17,94.3,"4,455,944","460,944","3,995,000","17,874,000","18,334,944"
2023/7/27,4.5,東,988,156.3,2.5,65,30.2,24.2,19.9,158.58,237.149,59,"8,742,000",0,"8,742,000","16,984,800","16,984,800"
2023/7/28,1.9,東北東,989.1,156.3,1.1,71,29.9,23.7,27,159.56,244.866,10.7,"5,725,000",0,"5,725,000","6,724,800","6,724,800"
2023/7/29,0.1,東,995.7,355.1,0.6,73,34.2,23.7,28.1,160.01,248.459,0.3,"2,800,748","1,421,748","1,379,000","4,500,000","5,921,748"
2023/7/30,0.3,西南,997.4,337.9,0.3,78,34.4,24.4,27.5,160.1,249.16,0,"1,745,956","1,420,956","325,000","3,322,800","4,743,756"
2023/7/31,0,北,996.4,330.3,0.2,75,33.1,23.7,27.5,160.1,249.18,0,"1,257,876","1,419,876","-162,000","2,873,880","4,293,756"
