日期,風速m/s,風向D,氣壓mb,日輻射量cal/cm2,蒸發量mm,相對溼度%,最高溫度,最低溫度,平均溫度,翡翠水庫日平均水位/公尺,水庫有效蓄水量/百萬立方公尺,集水區平均雨量/毫米,水庫進流量/立方公尺,水庫放流量/立方公尺,進流量減放流量/立方公尺,南勢溪流量/立方公尺,南北勢溪合計原水量/立方公尺
2019/8/1,1.6,東,996.7,1645.7,7.5,70,34.7,24.5,29.7,158.8,238.688,0.8,"611,096","1,488,096","-877,000","1,208,160","2,696,256"
2019/8/2,1.9,東,995.5,1604.3,5.6,69,34.8,23.8,29.1,158.7,237.832,1.3,"692,636","1,488,636","-796,000","1,167,120","2,655,756"
2019/8/3,0.8,東,993.4,1680.3,6.9,76,35.1,23.2,28.5,158.58,236.917,0.1,"537,256","1,490,256","-953,000","1,137,600","2,627,856"
2019/8/4,1.7,東,992.1,1657.2,4.2,75,35.6,24.4,29.6,158.46,235.975,15.4,"539,004","1,490,004","-951,000","1,095,120","2,585,124"
2019/8/5,1.9,東南東,992.6,1818.3,3.6,80,34.8,25.6,29.3,158.37,235.216,13.4,"782,360","1,494,360","-712,000","1,329,480","2,823,840"
2019/8/6,1.5,東南東,992.6,1649.3,9,71,35.2,24.7,29.5,158.24,234.133,1.4,"951,184","3,632,184","-2,681,000","1,254,240","4,886,424"
2019/8/7,0.3,東,990,1644.4,5,90,31.3,23.4,27,157.62,229.263,30.4,"1,744,348","6,897,348","-5,153,000","1,348,560","8,245,908"
2019/8/8,0.2,西北,984.7,2222.8,5,93,30,25.6,26.9,157.07,225.088,75.2,"4,817,248","6,907,248","-2,090,000","5,430,600","12,337,848"
2019/8/9,5.2,西,977.5,2122.2,5,78,33.6,25.3,28.5,158.59,237.489,98.9,"29,399,732","6,819,732","22,580,000","27,190,800","34,010,532"
2019/8/10,0.9,南,982.4,1387.3,6.5,68,39.2,26,32.1,160.31,250.887,0.6,"7,341,428","2,704,428","4,637,000","18,097,200","20,801,628"
2019/8/11,0.4,東北北,988.8,1282.6,5.4,77,37.2,24.2,29.7,160.55,252.849,0,"3,195,652","2,705,652","490,000","8,485,200","11,190,852"
2019/8/12,0.2,北,991.2,1454.4,3.2,86,33.1,25.3,28,160.54,252.723,2.2,"2,211,440","2,701,440","-490,000","5,562,000","8,263,440"
2019/8/13,0.6,東南,991.5,1404,6.2,74,36.5,24.6,29.5,160.45,251.947,0,"1,725,140","2,704,140","-979,000","3,956,400","6,660,540"
2019/8/14,0.7,西南,991.4,1447.7,5.8,76,35.8,23.7,29.6,160.3,250.73,0.1,"1,325,936","2,709,936","-1,384,000","3,276,000","5,985,936"
2019/8/15,0.3,東北北,990.6,1555.6,3.8,83,32.6,26,29,160.12,249.265,3.6,"1,168,636","2,712,636","-1,544,000","2,926,440","5,639,076"
2019/8/16,0.7,東南,992.3,1592.4,4.2,83,34.4,25.2,28.1,159.94,247.804,15.6,"1,580,300","2,715,300","-1,135,000","2,748,240","5,463,540"
2019/8/17,0.7,南,994.2,1500.9,6.1,76,36.6,24.6,29.6,159.81,246.797,1.4,"1,509,284","2,722,284","-1,213,000","2,628,720","5,351,004"
2019/8/18,0.4,東,995.5,2211.9,5.3,87,34.6,24.5,26.8,159.76,246.457,62,"5,394,780","2,721,780","2,673,000","4,828,320","7,550,100"
2019/8/19,0.4,東北東,995.8,2893.4,4.7,90,30.5,22.9,25.6,160.22,250.2,21.5,"5,392,244","2,708,244","2,684,000","4,779,000","7,487,244"
2019/8/20,0.1,東,995.4,1946.4,2.7,84,32.4,22,26.4,160.47,252.137,2.1,"3,600,592","2,702,592","898,000","4,345,200","7,047,792"
2019/8/21,0.3,北,995.3,1418.3,4.4,87,32.4,22.9,26.1,160.49,252.266,2.7,"2,575,352","3,554,352","-979,000","4,035,600","7,589,952"
2019/8/22,1.7,東,996.3,1110.4,6.6,74,33.6,23.6,28.8,160.06,248.704,0.1,"2,173,020","6,721,020","-4,548,000","3,371,400","10,092,420"
2019/8/23,2.9,東,996.3,1448.8,6,77,33,25.4,28.9,159.74,246.204,8.9,"1,513,516","3,291,516","-1,778,000","2,928,600","6,220,116"
2019/8/24,5.3,東,991.2,2251.7,14.8,84,29.1,26,27.5,159.59,245.019,35.3,"3,126,232","3,287,232","-161,000","15,589,800","18,877,032"
2019/8/25,1.4,東南東,995.8,1674.6,3.8,79,33.4,25.6,29,159.71,245.962,10.7,"4,496,108","3,285,108","1,211,000","11,703,600","14,988,708"
2019/8/26,0.4,東南東,999.6,1345.8,3.5,83,34.9,24.4,28.4,159.74,246.238,0,"2,802,484","3,287,484","-485,000","7,354,800","10,642,284"
2019/8/27,1.9,東,998.7,1248.1,7.4,71,34.3,23.5,28.8,159.63,245.298,0,"1,996,700","3,287,700","-1,291,000","5,076,000","8,363,700"
2019/8/28,2,東,996.2,1426.3,7.3,72,33.6,24.5,29.4,159.44,243.766,0,"1,605,008","3,295,008","-1,690,000","4,086,000","7,381,008"
2019/8/29,0.6,東南,996.8,1369.9,2.4,79,35.9,25.1,29.6,159.23,242.016,0.5,"1,295,372","3,300,372","-2,005,000","3,452,400","6,752,772"
2019/8/30,0.5,東南南,998.9,1841.3,1.8,89,32.9,24.2,26.5,158.99,240.182,35.7,"2,350,516","3,309,516","-959,000","3,578,400","6,887,916"
2019/8/31,2.8,東南東,997.7,1643.8,7.4,71,33.5,24.3,29,158.87,239.153,0.9,1642068,3316068,-1674000,3135240,6451308
