日期,風速m/s,風向D,氣壓mb,日輻射量cal/cm2,蒸發量mm,相對溼度%,最高溫度,最低溫度,平均溫度,翡翠水庫日平均水位/公尺,水庫有效蓄水量/百萬立方公尺,集水區平均雨量/毫米,水庫進流量/立方公尺,水庫放流量/立方公尺,進流量減放流量/立方公尺,南勢溪流量/立方公尺,南北勢溪合計原水量/立方公尺
2024/10/1,3.1,東,992.8,229.8,4.5,71,31.8,23.6,27.8,159.63,279.541,8.9,"15,547,396","16,614,396","-1,067,000","12,196,800","28,811,196"
2024/10/2,1.8,東,997.6,160.1,1.2,81,29.5,22.9,25.2,159.59,279.233,39.3,"5,867,432","6,687,432","-820,000","7,930,800","14,618,232"
2024/10/3,1.3,東南,1000.2,80.4,0.2,88,25.9,22.1,23.6,159.92,282.227,103.7,"16,322,264","6,666,264","9,656,000","13,334,400","20,000,664"
2024/10/4,0.2,西,1002,132.6,2.2,89,27.8,22.1,24.3,161.82,298.107,38.2,"19,730,095","3,297,096","16,432,999","19,969,200","23,266,296"
2024/10/5,0.8,東北北,1002.6,240.8,2.2,81,33.3,23.1,26.1,163.16,309.228,3.4,"8,255,628","2,189,628","6,066,000","12,783,600","14,973,228"
2024/10/6,1.5,東,1003,333.8,3.7,72,32.7,22.8,27.4,163.51,312.153,1.5,"4,146,864","2,772,864","1,374,000","8,920,800","11,693,664"
2024/10/7,1.1,東南東,1003.8,266.1,1.9,80,30.9,23.7,26.4,163.57,312.711,16,"3,320,268","3,062,268","258,000","7,153,200","10,215,468"
2024/10/8,0,西南西,1004.9,89.3,3.9,89,25,21.9,23.4,163.84,315.099,44.1,"8,112,548","3,628,548","4,484,000","6,616,800","10,245,348"
2024/10/9,0.1,東南東,1004.1,76.9,3.2,87,23.7,21.5,22.4,164.06,316.929,2.9,"6,115,820","6,893,820","-778,000","6,462,000","13,355,820"
2024/10/10,0.1,東北北,1004.2,75.2,2.1,84,23.8,21.3,22.1,163.82,314.778,0.2,"3,896,844","6,914,844","-3,018,000","5,356,800","12,271,644"
2024/10/11,1.5,東南東,1004.9,131.9,2.7,74,25.3,21.5,23,163.4,311.13,0,"2,817,220","6,935,220","-4,118,000","4,593,600","11,528,820"
2024/10/12,1.9,東南東,1005.6,222.4,2.9,77,28.6,21.6,24.5,162.89,306.753,4,"2,354,624","6,963,624","-4,609,000","3,960,000","10,923,624"
2024/10/13,2.8,東,1004.1,374.1,5.8,69,31.9,23.1,27.3,162.65,304.734,0.4,"1,651,136","2,501,136","-850,000","3,603,600","6,104,736"
2024/10/14,1.6,東,1003.1,361.4,4.3,73,32.4,22.8,26.8,162.49,303.377,0,"1,387,140","3,001,140","-1,614,000","3,283,200","6,284,340"
2024/10/15,2.3,東南東,1003.7,389.1,4.6,77,32.3,22.1,26.1,162.33,302.064,0.3,"1,091,488","1,600,488","-509,000","2,840,400","4,440,888"
2024/10/16,1.4,東南,1005.2,270.6,2.1,80,32.5,23.3,25.9,162.28,301.64,12.9,"1,072,412","1,496,412","-424,000","2,638,800","4,135,212"
2024/10/17,0.8,東南,1003.6,274.5,2.5,80,32.8,22.1,26.5,162.25,301.371,0.3,"1,158,276","1,497,276","-339,000","2,467,440","3,964,716"
2024/10/18,0.7,東南東,1002.8,359,4,76,35.4,23,27.4,162.18,300.799,0,"990,392","1,498,392","-508,000","2,242,080","3,740,472"
2024/10/19,2,東南東,1004.6,366.9,4.5,77,33,22.3,27,162.12,300.255,18.7,"1,252,492","1,497,492","-245,000","2,083,320","3,580,812"
2024/10/20,0.3,南,1008.1,59.7,0.2,89,24.9,22.5,23.4,162.14,300.559,31.5,"3,274,556","1,496,556","1,778,000","3,550,320","5,046,876"
2024/10/21,1.4,東南,1005.2,172.3,1.4,82,28.1,22.3,25,162.41,302.775,3.2,"3,522,196","2,504,196","1,018,000","3,835,440","6,339,636"
2024/10/22,1.4,東南,1004.1,191,1.7,81,29.6,22.3,24.9,162.09,299.985,2.6,"2,371,884","7,027,884","-4,656,000","3,679,200","10,707,084"
2024/10/23,0,西南,1004.5,25.4,1.8,91,22.4,20.3,21.2,161.56,295.549,29.9,"3,204,584","6,742,584","-3,538,000","4,507,200","11,249,784"
2024/10/24,0.1,西,1000.3,49.4,0.8,91,22.1,19.9,21.2,161.79,297.954,148.9,"20,810,404","6,652,404","14,158,000","13,514,400","20,166,804"
2024/10/25,3.3,東南東,996,193.4,3.1,77,30.7,22,26.7,164.31,319.334,53.8,"23,918,537","6,884,532","17,034,005","26,334,000","33,218,532"
2024/10/26,2.3,東,997.8,173.7,2.9,75,29.5,26.2,27.7,165.13,326.242,3.8,"7,618,532","6,830,532","788,000","13,010,400","19,840,932"
2024/10/27,1.1,東南東,998.7,319.5,3.8,76,32.7,24,27.4,164.98,324.904,9,"4,302,056","6,838,056","-2,536,000","8,316,000","15,154,056"
2024/10/28,0.1,西,1001.1,56.3,2.5,90,24.1,21.6,22.5,164.65,321.862,47.1,"6,903,680","12,640,680","-5,737,000","8,168,400","20,809,080"
2024/10/29,0.1,西南,1002.6,44,2.1,89,22.9,20.1,21.5,163.29,309.893,17.2,"12,003,220","29,381,220","-17,378,000","8,982,000","38,363,220"
2024/10/30,0.2,西,1000.5,41.7,1.5,89,25,19.8,21.9,160.77,288.957,84.1,"13,659,176","26,509,176","-12,850,000","9,738,000","36,247,176"
2024/10/31,7.6,東南東,986,35.1,1.3,81,27.5,24.1,25.5,163.34,312.163,222.2,61110284,6862284,54248000,76748400,83610684
