日期,風速m/s,風向D,氣壓mb,日輻射量cal/cm2,蒸發量mm,相對溼度%,最高溫度,最低溫度,平均溫度,翡翠水庫日平均水位/公尺,水庫有效蓄水量/百萬立方公尺,集水區平均雨量/毫米,水庫進流量/立方公尺,水庫放流量/立方公尺,進流量減放流量/立方公尺,南勢溪流量/立方公尺,南北勢溪合計原水量/立方公尺
2021/9/1,1.3,東南東,1000.2,1056.9,3.6,69,35.1,24.4,29.2,164.82,288.748,0,"407,552","753,552","-346,000","2,030,040","2,783,592"
2021/9/2,0.1,東北東,998.4,263.5,0.1,69,31.4,24.9,27.5,164.78,288.417,0,"410,712","755,712","-345,000","1,841,760","2,597,472"
2021/9/3,0.7,東南南,998,1029,1.2,76,36.2,24,27.9,164.74,288.053,1.6,"522,084","1,041,084","-519,000","1,780,560","2,821,644"
2021/9/4,0.5,東南,999.5,944,0.5,84,33.6,23.1,26.6,164.68,287.546,1.9,"573,756","918,756","-345,000","1,700,640","2,619,396"
2021/9/5,1.6,東,999.6,1031.5,1.1,72,33.7,23.2,28.6,164.63,287.125,0.9,"441,000","1,044,000","-603,000","1,584,000","2,628,000"
2021/9/6,0.6,東南南,1001.1,1274.4,1.4,78,35.8,24.9,28.9,164.56,286.45,1.5,"427,516","1,203,516","-776,000","1,618,200","2,821,716"
2021/9/7,1,東南東,1000.5,970.4,1,73,36.5,24,29,164.47,285.707,0,"432,324","1,206,324","-774,000","1,537,920","2,744,244"
2021/9/8,1.4,東南東,999.4,1044.8,1.6,67,36.1,24.1,29.4,164.36,284.789,0,"387,432","1,332,432","-945,000","1,512,000","2,844,432"
2021/9/9,1.9,東,999.5,1053.6,1.8,63,34.3,23.3,29.1,164.24,283.723,4.8,"522,296","2,494,296","-1,972,000","1,406,160","3,900,456"
2021/9/10,3,東,997,517.2,0.5,59,35.2,27.4,30.8,163.96,281.278,4.8,"584,484","3,062,484","-2,478,000","1,368,000","4,430,484"
2021/9/11,3.4,東南東,991.6,1189.2,1.7,70,31.7,25.7,28.3,163.58,278.058,23.2,"995,028","4,229,028","-3,234,000","1,441,440","5,670,468"
2021/9/12,4,西南南,986.5,226.1,0.3,84,27.4,24.2,25.4,163.64,279.023,169.9,"18,827,944","6,922,944","11,905,000","15,025,320","21,948,264"
2021/9/13,0.9,西南,995.2,1356.3,1.6,71,35.3,24,29.2,165.14,291.596,0,"8,484,876","2,841,876","5,643,000","10,441,080","13,282,956"
2021/9/14,0.6,南,1000.5,1129.9,0.8,75,34.9,24.2,29,165.58,295.373,0,"2,776,852","768,852","2,008,000","4,642,200","5,411,052"
2021/9/15,0.2,東南東,1000.5,344.6,0.1,78,32,24.7,27.5,165.72,296.587,0,"1,737,820","1,475,820","262,000","3,243,600","4,719,420"
2021/9/16,0.4,東,999.5,1247.2,0.6,84,33.9,24,26.7,165.73,296.623,2.5,"1,388,928","1,475,928","-87,000","2,882,160","4,358,088"
2021/9/17,0.3,東南,1000.5,1300.6,0.5,84,34.4,23.3,27,165.71,296.492,16.1,"1,476,900","1,476,900",0,"2,763,360","4,240,260"
2021/9/18,0,東南東,1001.9,988.2,0.6,82,34.8,23.4,27.5,165.7,296.361,0.2,"1,040,368","1,477,368","-437,000","2,491,200","3,968,568"
2021/9/19,0.2,東南,1001.5,1025.7,0.8,78,36.2,23.9,28.6,165.64,295.868,0,"954,096","1,479,096","-525,000","2,348,640","3,827,736"
2021/9/20,0.4,東,1000.6,1170.5,0.7,75,36.7,24.1,28.7,165.57,295.22,0,"780,232","1,478,232","-698,000","2,135,880","3,614,112"
2021/9/21,0.6,東南,1000,917.6,1,81,35.2,23.5,27.4,165.5,294.606,10.8,"1,042,772","1,478,772","-436,000","2,243,160","3,721,932"
2021/9/22,0.6,東南南,1002.1,1068.3,1.1,79,35.8,23.1,27.2,165.45,294.195,2,"1,044,428","1,480,428","-436,000","2,379,600","3,860,028"
2021/9/23,1.8,東,1004.1,1040.1,1.6,73,33.7,23.4,28.3,165.39,293.632,0.2,"696,500","1,480,500","-784,000","2,018,160","3,498,660"
2021/9/24,2.1,東南東,1004.6,1002.4,1.6,78,33.5,24.3,27.4,165.3,292.859,14.5,"786,516","1,482,516","-696,000","1,890,000","3,372,516"
2021/9/25,1.9,東南東,1003.7,1047.7,1.3,74,30.2,24.4,26.8,165.26,292.561,2.4,"1,396,632","1,483,632","-87,000","1,844,640","3,328,272"
2021/9/26,1.3,東南東,1002.2,905,1.6,71,32.8,23,27.2,165.22,292.163,0.7,"876,460","1,484,460","-608,000","1,675,440","3,159,900"
2021/9/27,1,東南東,1000.4,859.7,1.4,72,33.8,23.8,27.9,165.14,291.486,0,"702,632","1,483,632","-781,000","1,589,760","3,073,392"
2021/9/28,0.7,東南東,999.3,720.4,1.1,73,32.2,22,26.4,165.05,290.686,0,"705,720","1,485,720","-780,000","1,507,680","2,993,400"
2021/9/29,0.5,東南南,997.7,722.1,1,72,35.3,19.7,26.5,164.95,289.805,0,"532,144","1,485,144","-953,000","1,452,600","2,937,744"
2021/9/30,0.6,西南,998.2,844.3,0.9,71,35.2,21,27.3,164.84,288.893,0,"535,512","1,486,512","-951,000","1,383,120","2,869,632"
